2011Zones,Bus Accessbility Count
Falkirk - Tamfourhill - 01,30.28
Falkirk - Tamfourhill - 02,40.47
Falkirk - Tamfourhill - 03,22.51
Falkirk - Tamfourhill - 04,19.4
Falkirk - Lochgreen and Lionthorn - 01,45.19
Falkirk - Lochgreen and Lionthorn - 02,2.13
Falkirk - Lochgreen and Lionthorn - 03,0
Falkirk - Lochgreen and Lionthorn - 04,0.66
Falkirk - Lochgreen and Lionthorn - 05,5.58
Hallglen and Glen Village - 01,22.05
Hallglen and Glen Village - 02,21.59
Hallglen and Glen Village - 03,17.86
Hallglen and Glen Village - 04,29.36
Shieldhill - 01,8.38
Shieldhill - 02,4.76
Shieldhill - 03,3.62
Braes Villages - 01,11.52
Braes Villages - 02,10.47
Braes Villages - 03,4.61
Braes Villages - 04,0.51
Braes Villages - 05,3.7
Reddingmuirhead and Overton - 01,1.33
Reddingmuirhead and Overton - 02,0.35
Reddingmuirhead and Overton - 03,5.66
Reddingmuirhead and Overton - 04,0
Brightons and Wallacestone - 01,1
Brightons and Wallacestone - 02,10.73
Brightons and Wallacestone - 03,26.14
Brightons and Wallacestone - 04,15.32
Brightons and Wallacestone - 05,7.2
Maddiston and Rumford - 01,19.09
Maddiston and Rumford - 02,6.26
Maddiston and Rumford - 03,16.63
Maddiston and Rumford - 04,0
Maddiston and Rumford - 05,24.66
Maddiston and Rumford - 06,12.87
Polmont - 01,15.27
Polmont - 02,1.34
Polmont - 03,5.84
Polmont - 04,16.37
Polmont - 05,29.33
Polmont - 06,15.63
Redding - 01,9.68
Redding - 02,27.32
Redding - 03,37.29
Redding - 04,22.51
Laurieston and Westquarter - 01,60.73
Laurieston and Westquarter - 02,46.92
Laurieston and Westquarter - 03,8.05
Laurieston and Westquarter - 04,8.47
Grangemouth - Newlands - 01,15.05
Grangemouth - Newlands - 02,27.07
Grangemouth - Newlands - 03,46.33
Grangemouth - Newlands - 04,17.72
Grangemouth - Newlands - 05,35.56
Grangemouth - Newlands - 06,29.38
Grangemouth - Newlands - 07,40.91
Grangemouth - Newlands - 08,27.39
Grangemouth - Town Centre - 01,22.21
Grangemouth - Town Centre - 02,28.22
Grangemouth - Town Centre - 03,36.34
Grangemouth - Town Centre - 04,22.02
Grangemouth - Town Centre - 05,16.32
Grangemouth - Kersiebank - 01,28.4
Grangemouth - Kersiebank - 02,28.86
Grangemouth - Kersiebank - 03,19.17
Grangemouth - Kersiebank - 04,21.66
Grangemouth - Kersiebank - 05,29.19
Grangemouth - Kersiebank - 06,8.59
Grangemouth - Bowhouse - 01,41.29
Grangemouth - Bowhouse - 02,57.11
Grangemouth - Bowhouse - 05,20.98
Bo'ness - Douglas - 01,7.76
Bo'ness - Douglas - 02,3.43
Bo'ness - Douglas - 03,5.93
Bo'ness - Douglas - 04,28.36
Bo'ness - Douglas - 05,12.28
Bo'ness - Newtown - 01,3.9
Bo'ness - Newtown - 02,23.17
Bo'ness - Newtown - 03,13.03
Bo'ness - Newtown - 04,4.47
Bo'ness - Kinneil - 01,19.99
Bo'ness - Kinneil - 02,19.9
Bo'ness - Kinneil - 03,20.35
Bo'ness - Kinneil - 04,8.11
Bo'ness - Kinneil - 05,15.02
"Blackness, Bo'ness - Carriden and Grahamsdyke - 01",2.33
"Blackness, Bo'ness - Carriden and Grahamsdyke - 02",17.83
"Blackness, Bo'ness - Carriden and Grahamsdyke - 03",25.36
"Blackness, Bo'ness - Carriden and Grahamsdyke - 04",19.51
"Blackness, Bo'ness - Carriden and Grahamsdyke - 05",19.95
"Blackness, Bo'ness - Carriden and Grahamsdyke - 06",6.59
Kincardine North and Tulliallan,7.27
Kincardine West,6.38
Kincardine East,5.66
Kincardine South,14.57
Blairhall and Landward,7.9
Comrie East,35.07
Comrie West,6.14
Oakley East,21.67
Saline North,2.29
Saline South,8.96
Knock Hill Landward,4.06
Carnock,6.17
Gowkhall and Landward,3.41
Torryburn,9.78
Newmills,17.7
High Valleyfield East,19.57
High Valleyfield West,21.22
Culross and Low Valleyfield,5.48
Crombie,6.01
Cairneyhill East,12.44
Cairneyhill North,4.64
Cairneyhill West,16.86
Limekilns,5.39
Charlestown and Bellknowes,10.41
Crossford East and Berrylaw,17.23
Crossford West,4.95
Crossford South,4.39
Wellwood,9.1
Milesmark East,12.87
Milesmark West,5.03
Beveridgewell West,5.32
Beveridgewell Western and Parkneuk,10.01
Beveridgewell East,11.4
Balbridgeburn North,27.16
Pittencrieff,10.81
Balbridgeburn South,9.46
Broomhead,37.16
Headwell East,32.95
Bellyeoman South West,51.23
Headwell North,19.61
Headwell Central,36.01
Headwell South West,35.47
Carnegie Drive,68.73
Abbey Parks North,82.78
Abbey Parks South and Brucefield North West,93.87
Ladys Mill,14.56
Pitbauchlie West,7.78
Brucefield West,56.77
Brucefield South West,97.48
Brucefield North,21.16
Brucefield South,65.09
Transy,28.4
Garvock Hill South,1.62
Garvock Hill West,17.3
Garvock Hill North East,32.81
Bellyeoman South,37.82
Queen Margaret Fauld,18.9
Kingseat,15.13
Townhill East,18.61
Townhill West,26.53
Bellyeoman North and Townhill Landward,24.3
Queen Margaret Hospital,27.68
Kingseathill,31.72
Duloch North East,9.73
Duloch North North West,28.28
Duloch North West,24.91
South Fod and Calais Muir,10.44
Lynebank,18.84
Woodmill South,37.42
Woodmill North,35.97
Woodmill West,39.33
Touch,16.91
Pitcorthie North West,31.02
Abbeyview East,42.97
Abbeyview North,45.36
Abbeyview Central,42.88
Abbeyview West,27.04
Pitcorthie North,18.75
Pitcorthie North East,12.94
Abbeyview South East,27.24
Abbeyview Linburn,12.29
Duloch East,10.91
Duloch South East,10.09
Duloch Central,39.45
Duloch South,26.11
Duloch South West,5.73
Duloch West,12.86
Masterton South,17.38
Middlebank,3.5
Masterton Central,12.31
Pitcorthie Central,11.92
Pitcorthie East,18.74
Pitreavie Castle West,0.77
Pitreavie Castle East and Heathery,5.22
Masterton North,13.25
Pitbauchlie and Pitcorthie North West,47.5
Pitreavie,43.21
Pitcorthie West,16.46
Rosyth Camdean,30.75
Dunfermline Business Park,11.65
Pattiesmuir,13.64
Rosyth Kings North,55.15
Admiralty North,62.12
Rosyth Wilderness East,7.41
Rosyth Kings East,30.1
Rosyth Wilderness North,35.28
Admiralty North East,37.95
Admiralty Central,54.63
Rosyth Kings South,28.33
Admiralty South West,31.32
Admiralty South East,60.48
Admiralty South,75.67
Rosyth Dockyard and Castle,9.05
Rosyth Pease Hill East,19.04
Rosyth Pease Hill North,4.94
Rosyth Pease Hill South,8.91
Inverkeithing Belleknowes,28.87
Inverkeithing West,58.8
Inverkeithing Jamestown,48.17
North Queensferry,3.9
North Queensferry Ferryhills,0.55
Inverkeithing Spencerfield North,42.47
Inverkeithing Spencerfield South,14.35
Inverkeithing Spittalfield,25.66
Inverkeithing North East,55.42
Dalgety Letham Hill South,15.2
Dalgety Letham Hill,32.6
Dalgety Letham Farm,28.42
Hillend,23.02
Dalgety Steeple Clump,12.86
Dalgety Bay East,12.53
Dalgety Bay South East,12.12
Dalgety St Davids Clump,8.51
Dalgety Bogend Wood,22.23
Dalgety Longhill Park,17.1
Dalgety Donibristle South,37.67
Dalgety Ross Plantation,9.34
Dalgety Crow Hill,15.01
Dalgety Donibristle and Hillend,14.37
Halbeath,26.25
Crossgates South Knowe and Annfield,0.5
Crossgates North,54.23
Crossgates North East,4.93
Crossgates North Knowe,13.94
Hill of Beath and Landward,15.82
Beath Woodend,19.27
Hill of Beath,26.53
Beath South West,75.57
Cowdenbeath North West,18.25
Cowdenbeath Foulford,6.83
Cowdenbeath North,61.12
Cowdenbeath Glenfield,29.95
Leuchatsbeath,7.94
Cowdenbeath North East,49.05
Kelty Elmwood,26.04
Kelty West,20.24
Kelty South West,13.42
Kelty Blairadam Park,18.74
Kelty Seafar,0.96
Kelty East,8.49
Kelty Oakfield,21.76
Kelty Central,33.37
Kelty North East,47.04
Lochore North,17.58
Lochore Central,35.34
Crosshill and Lochore South,42.58
Glencraig Landward,33.73
Ballingry East,29.57
Ballingry Central,49.32
Ballingry South,18.45
Ballingry West,29.5
Dundonald,8.51
Bowhill and Dundonald,18.58
Cardenden East,21.51
Cardenden West,10.61
Bowhill West,22.34
Bowhill East,5.06
Jamphlars and Lochgelly Landward,7.8
Auchterderran Landward and Cluny,5.13
Lochgelly St Patricks and The Beeches,12.1
Lochgelly North,28.57
Lochgelly East,52.47
Lochgelly Central and Eastern,43.11
Lochgelly Albion Park and New Farm Vale,2.81
Lochgelly Central and Western,26.42
Lumphinnans,75.74
Lochgelly South West,53.56
Lochgelly West,34.72
Aberdour,7.97
St Colme and Aberdour West,5.9
Mossbank and Donibristle,34.68
Auchtertool,2.8
Burntisland Central,18.61
Burntisland Links,24.96
Burntisland Docks,13.25
Burntisland Kirkton,5.48
Burntisland Grange and Orrock,18.73
Burntisland Nether Grange,7.37
Burntisland East Toll,7.15
Burntisland Meadowfield,19.87
Burntisland East,23.79
Kinghorn South,4.2
Kinghorn Central,10.81
Kinghorn North,13.21
Kinghorn North West,7.78
Linktown East,15.95
Linktown North,6.42
Linktown Central,15.62
Linktown South and Seafield North,17.37
Seafield Central,5.86
Seafield South and Landward,0
Kirkcaldy Central North,51.55
Kirkcaldy Central and East,19.53
Kirkcaldy Central,71.14
Kirkcaldy Central South,18.32
Bennochy North,80.16
Bennochy Balfour,78.89
Bennochy East,19.44
Oriel and Forth,52.62
Bennochy South West,23.46
Forth Park,24.33
Forth Park North,86.6
Bennochy West,30.61
Cowdenbeath South East,28.54
Cowdenbeath South,41.5
Cowdenbeath Central,21.4
Cowdenbeath South West,16.69
Raith Estate and Southerton,0.78
Raith,1.75
Raith and Long Braes,3.15
Blackcraigs and West Torbain,35.51
Redcraigs,24.33
Newliston,12.76
Kirkcaldy Long Braes,19.72
Fair Isle,30.08
Dunearn,56.37
Templehall West,33.44
Craigmount and Greenloanings,25.9
Kirkcaldy Valley West,42.36
Templehall,54.07
Templehall North Eastern,44.39
Templehall East,21.63
Templehall North,26.45
Kirkcaldy Valley East,101.1
Dunnikier South,8.65
Dunnikier East,4.07
Dunnikier Central,7.9
Dunnikier North,4.73
Dunnikier North West,5.57
Fair Isle North,38.59
Chapelhill and Torbain,58.36
Chapelwood,19.09
Chapel Moss,9.59
Capshard,20.64
Chapel,14.82
Smeaton North,12.04
Smeaton South,41.27
Hayfield North,113.75
Pathhead North West,40.62
Hayfield South,118.4
Braehead and the Path,15.27
Pathhead Central,38.32
Pathhead South and Sands,30.96
Kirkcaldy Viewforth,35.52
Ravenscraig,15.34
Mitchelston and Randolph,17.53
Overton,20.74
Sinclairtown West,56.51
Sinclairtown Central,39.54
Gallatown West,24.02
Dysart North East,33.81
Dysart North,28.95
Dysart Central,30.8
Sinclairtown East,24.55
Sinclairtown North,41.95
East Wemyss and Standingstane,18.66
East Wemyss McDuff,24.81
East Wemyss Shore,29.3
Wemyss Villages,28.16
Kinglassie West,12.8
Kinglassie East,11.71
Strathore,1.52
Thornton South,18.36
Thornton North,11.34
Newcastle West,10.93
Newcastle East,14.8
Leslie South West and Auchmuir,7.14
Leslie West,12.71
Leslie Landward,7.38
Leslie East,18.06
Tanshall West,19.49
Macedonia North,13.88
Macedonia East,18.28
Macedonia West,17.5
Tanshall Central,11.7
Tanshall East,28.29
South Parks West,23.38
South Parks East,47.07
South Parks North,12.81
Viewfield North and Rimbleton South,17.44
Caskieberran East,13.26
Caskieberran West,20.49
Rimbleton West,29.54
Rimbleton North,22.58
Rimbleton East,29.4
Auchmuty North West,72.19
Auchmuty West,76.72
Auchmuty East,48.71
Auchmuty Dovecot and Town Centre,72.19
Stenton North,20.1
Finglassie North and Southfield,12.34
Finglassie South,13.97
Stenton Central,29.38
Lochty View,20.43
Pitteuchar Woods,8.94
Pitteuchar South East,23.42
Pitteuchar North East,21.49
Pitteuchar Central,49.02
Warout,23.02
Pitteuchar West,24.4
Pitteuchar South,26.15
Woodside West,35.81
Woodside North,14.67
Woodside South,14.22
Foresters Lodge,11.46
Balgeddie South,8.76
Whinnyknowe and Leslie Mains,15.25
Balgeddie North,4.01
Formonthills,3.01
Beechwood,4.3
Collydean West,25.1
Collydean South,22.86
Pitcoudie,6.7
Cadham,22.74
Cadham South,40.88
Coul,8.15
Pitcairn,8.22
Balfarg South,39.45
Balfarg,27.83
Tofthill and Balbirnie Park,3.47
Prestonhall,9.06
Markinch North,27.11
Markinch East,33.17
Markinch West,13.39
Star and Kirkforthar,4.34
Coaltown of Balgonie East,5.78
Coaltown of Balgonie West,6.09
Windygates West,15.72
Windygates East,17.41
Windygates Kennoway and Leven Roads,10.85
Denbeath North,32.83
Denbeath South,32.76
Buckhaven North,31.79
Buckhaven Central,36.39
Buckhaven South,16.06
Buckhaven Birds,17.07
Methil Methilmill,27.83
Methil Trees West,39.31
Methilhill Toll Bar,38.43
Methilhill South West,22.06
Methilhill North,30.17
Lower Methil,34.93
Methil Memorial Park,16.61
Methil Savoy,17.57
Methil Sea Road,11.33
Methil New Bayview,34.79
Aberhill,26.62
Methil Old Bayview,18.02
Methil Kirkland,32.51
Leven Links,36.43
Scoonie South,44.96
Leven South West,20.36
Leven South,56.28
Leven Castlefleurie,1.72
Leven Mountfleurie West,8.27
Leven Montrave,14.51
Leven Mountfleurie East,16.7
Leven North,10.93
Broom South,21.28
Broom North,16.85
Leven Letham Glen,22.48
New Gilston and Upper Largo,7.43
Lundin Links,10.16
Lower Largo Northern,13.02
Lower Largo,5.28
Kennoway South East,16.01
Kennoway East,23.63
Kennoway Sandy Brae,23.76
Kennoway North West,7.15
Kennoway Central,23.87
Kennoway North East,5.95
Bonnybank and Montrave,0.85
Kettlebridge and Rameldry,8.81
Kingskettle and Balmalcolm,6.11
Monimal Pitlessie and Cults,3.46
Ladybank Woods,11.38
Ladybank,15.35
Giffordtown to Lathrisk,5.69
Freuchie North and New Inn,12.03
Freuchie South and Muirhead,8.85
Falkland East and East Lomond,10.14
Falkland West and Craigmead,1.48
Auchtermuchty West,1.65
Auchtermuchty East,14.51
Collessie and Pitmedden Landward,5.57
Strathmiglo South and Dunshalt,4.82
Gateside Landward,4.61
Flisk Lindores and Luthrie,0.25
Newburgh North East and Braeside of Lindores,12.26
Newburgh East,12.85
Newburgh West and Lochmill,6.75
Springfield East,4.15
Cupar Westfield South,1.85
Cupar Westfield,13.88
Bow of Fife Tarvit and Balgarvie,2.2
Springfield West and Rankeilour,3.37
Cupar South West,17.29
Cupar Northern,6.24
Cupar North West,4.23
Cupar West,15.89
Cupar North,8.95
Cupar Station and Meadowside,11.68
Cupar East,15.98
Cupar Tarvit,0.57
Cupar South South East,1.46
Ceres East and Pitscottie,2.67
Craigrothie and Ceres West,2.94
Dairsie and Kemback,9.31
Peat Inn and Dunino,0
Elie,7.98
Colinsburgh Kilconquhar and Balcormo,5.13
Earlsferry,7.51
Largoward Landward,0.93
Pittenweem East,7.33
Pittenweem West,7.04
St Monans West,1.42
St Monans East and Abercrombie,5.54
Anstruther,11.27
Anstruther East and Cellardyke,4.26
Anstruther South West,14.17
Anstruther Waid,7.49
Anstruther West,17.79
Kilrenny,9.1
Crail South and Fife Ness,6.83
Crail North,12.82
Boarhills and Kingsbarns,2.12
Kilrymont and Langlands,24.43
East Sands,28.95
Langlands West,31.93
Kilrymont East,41.07
Kilrymont West,41.77
St  Andrews Town Centre,91.43
Madras and St Leonards,41.78
St Andrews Abbey,57.59
Kinness Burn East,26.95
Kinness Burn,25.69
The Scores,72.47
Feddinch and The Grange,3.49
Hallow Hill South,16.96
Hallow Hill,24.7
Cairnsmill,31.2
Canongate,18.97
Kinness Burn West,32.02
Clayton and Clatto,5.37
Strathkinness and Craigton,5.3
Lawhead and Northbank,5.69
North Haugh,52.81
Guardbridge,65.59
Leuchars North East and St Michaels,8.78
St Fort and Pickletillem,1.82
Gauldry and Balmerino,7.81
Balmullo North,3.45
Balmullo South,10.13
Tayport North,21.73
Tayport West,22.43
Tayport Central,31.8
Tayport South,38.53
Tayport South East,32.4
Newport West,10.09
Newport Central,29.67
Newport East,26.31
Newport North East,24.14
Wormit East,10
Wormit West,9.49
Darnley East - 01,2.51
Darnley East - 03,23.54
Darnley East - 04,9.76
Darnley East - 06,0.78
Darnley North - 01,22.93
Darnley North - 02,15.7
Darnley North - 03,13.35
Darnley North - 04,26.31
Darnley West - 01,24.11
Darnley West - 02,25.14
Darnley West - 03,6.09
Darnley West - 04,4.78
Darnley West - 05,15.02
Darnley West - 06,10.1
Darnley West - 07,0
Nitshill - 03,16.3
Nitshill - 08,17.32
Crookston South - 02,27.42
Crookston South - 03,35.66
Crookston South - 04,50.7
Crookston North - 01,25.69
Crookston North - 02,51.89
Crookston North - 03,17.17
Crookston North - 04,9.65
Pollok South and West - 01,0.95
Pollok South and West - 02,15.03
Pollok South and West - 03,9.24
Pollok South and West - 04,18.14
Pollok South and West - 05,20.42
Pollok South and West - 06,28.66
Pollok South and West - 07,13.83
Pollok North and East - 02,19.4
Pollok North and East - 03,11.36
Pollok North and East - 04,16.77
Pollok North and East - 05,18.79
Pollok North and East - 06,11.57
Pollok North and East - 07,24.33
Cardonald South and East - 01,103.96
Cardonald South and East - 02,12.04
Cardonald South and East - 03,7.72
Cardonald South and East - 04,7.9
Cardonald North - 01,54.35
Cardonald North - 02,38.99
Cardonald North - 03,28.61
Cardonald North - 05,114.17
Cardonald West and Central - 01,26.1
Cardonald West and Central - 02,14.33
Cardonald West and Central - 03,12.46
Cardonald West and Central - 04,82.53
Cardonald West and Central - 05,96.74
Cardonald West and Central - 06,61.73
Cardonald West and Central - 07,71.84
Penilee - 02,14.37
Penilee - 03,22.82
Penilee - 06,15.68
Hillington - 01,22.27
Hillington - 02,17.27
Hillington - 03,23.41
Hillington - 04,42.59
Drumoyne and Shieldhall - 01,47.43
Drumoyne and Shieldhall - 02,18.23
Drumoyne and Shieldhall - 03,19.66
Drumoyne and Shieldhall - 04,41.59
Drumoyne and Shieldhall - 05,26.88
Drumoyne and Shieldhall - 06,72.76
Drumoyne and Shieldhall - 07,105.81
Drumoyne and Shieldhall - 08,22.46
Govan and Linthouse - 03,73.1
Govan and Linthouse - 06,44.24
Craigton - 01,19.02
Craigton - 02,98.86
Craigton - 03,98.65
Craigton - 04,52.83
Mosspark - 01,53.03
Mosspark - 02,14.99
Mosspark - 03,10.15
Mosspark - 04,5.21
Mosspark - 05,93.59
Mosspark - 06,40.34
Mosspark - 07,27.74
Ibrox - 01,54.88
Ibrox - 02,62.62
Ibrox - 03,45.52
Ibrox East and Cessnock - 01,50.06
Ibrox East and Cessnock - 02,86.13
Ibrox East and Cessnock - 03,81.16
Ibrox East and Cessnock - 04,57.58
Kinning Park and Festival Park - 01,123.45
Kinning Park and Festival Park - 02,101.85
Kinning Park and Festival Park - 03,117.35
Kinning Park and Festival Park - 04,116.07
Kinning Park and Festival Park - 05,97.18
Kingston West and Dumbreck - 01,19.68
Kingston West and Dumbreck - 02,113.5
Kingston West and Dumbreck - 03,39.7
Kingston West and Dumbreck - 04,19.88
Pollokshields West - 01,11.31
Pollokshields West - 03,14.94
Pollokshields West - 04,7.77
Pollokshields West - 05,7.58
Pollokshields West - 06,12.95
Pollokshields East - 01,14.82
Pollokshields East - 02,171.55
Pollokshields East - 03,9.48
Pollokshields East - 04,23.99
Pollokshields East - 05,14.12
Pollokshields East - 06,10.95
Govanhill West - 01,72.46
Govanhill West - 02,74.1
Govanhill West - 03,33.7
Govanhill West - 05,174.45
Govanhill West - 06,72.2
Govanhill West - 07,144.66
Govanhill East and Aikenhead - 01,32.17
Govanhill East and Aikenhead - 02,33.71
Govanhill East and Aikenhead - 03,36.77
Govanhill East and Aikenhead - 04,29.2
Govanhill East and Aikenhead - 05,52.97
Battlefield - 01,36.29
Battlefield - 02,112.32
Battlefield - 03,103.59
Battlefield - 04,18.38
Battlefield - 05,53.23
Battlefield - 06,79.29
Strathbungo - 01,108.17
Strathbungo - 02,156.33
Strathbungo - 03,201.57
Strathbungo - 04,126.83
Strathbungo - 05,129.5
Strathbungo - 06,96.11
Strathbungo - 07,56.37
Maxwell Park - 01,10.46
Maxwell Park - 02,5.16
Maxwell Park - 03,7.07
Maxwell Park - 04,7.29
Maxwell Park - 05,19.78
Maxwell Park - 06,14.28
Maxwell Park - 07,37.24
Shawlands West - 01,109.98
Shawlands West - 02,80.53
Shawlands West - 03,136.58
Shawlands West - 04,76.93
Shawlands East - 01,40.34
Shawlands East - 02,130.78
Shawlands East - 03,80.31
Shawlands East - 04,76.87
Langside - 01,4.71
Langside - 02,14.97
Langside - 03,22.72
Langside - 04,30.57
Langside - 05,21.96
Langside - 06,48.49
Pollokshaws - 01,39.37
Pollokshaws - 02,50.31
Pollokshaws - 03,46.9
Pollokshaws - 04,36.74
Pollokshaws - 06,34.61
Carnwadric West - 02,48.04
